borrower_id,age,annual_income_eur,loan_amount_eur,loan_type,lti_ratio,ltv_ratio,tenure_years,rate_type,employment_sector,credit_score,probability_of_default,risk_grade,monthly_repayment_eur,dti_monthly_ratio,ecb_shock_monthly_eur,affordability_stress
1369,66,79417,473253,Personal Loan,5.96,0.561,13,Tracker,Employed,460,0.1402,D – Substandard,3993,0.603,1774,Stressed
1370,51,36046,140507,Mortgage,3.9,0.642,14,Fixed,Employed,813,0.0886,C – Standard,1185,0.394,0,Stretched
1371,62,47744,171332,Mortgage,3.59,0.799,3,Fixed,Employed,645,0.0886,C – Standard,1445,0.363,0,Stretched
1372,37,52944,90280,Mortgage,1.71,0.934,23,Fixed,Self-Employed,339,0.0914,C – Standard,761,0.172,0,Comfortable
1373,42,94404,163604,Personal Loan,1.73,0.67,8,Fixed,Self-Employed,490,0.1045,D – Substandard,1380,0.175,0,Comfortable
1374,41,43211,79307,Mortgage,1.84,0.698,4,Fixed,Employed,492,0.0428,B – Near Prime,669,0.186,0,Comfortable
1375,62,73328,271391,Mortgage,3.7,0.56,25,Fixed,Employed,380,0.1006,D – Substandard,2290,0.375,0,Stretched
1376,66,82242,226612,Mortgage,2.76,0.652,32,Fixed,Employed,320,0.0739,C – Standard,1912,0.279,0,Comfortable
1377,66,47725,154447,Mortgage,3.24,0.482,21,Fixed,Employed,361,0.1009,D – Substandard,1303,0.328,0,Stretched
1378,56,44868,170206,Personal Loan,3.79,0.879,32,Fixed,Employed,675,0.1357,D – Substandard,1436,0.384,0,Stretched
1379,45,42693,273431,Credit Card,6.4,0.462,14,Fixed,Self-Employed,436,0.3078,E – Doubtful,2307,0.648,0,Stressed
1380,46,44026,96308,Personal Loan,2.19,0.792,18,Variable,Employed,529,0.0903,C – Standard,812,0.221,144,Comfortable
1381,67,70177,201247,Personal Loan,2.87,0.587,13,Fixed,Self-Employed,378,0.1199,D – Substandard,1698,0.29,0,Stretched
1382,35,54015,264271,Mortgage,4.89,0.688,18,Variable,Employed,821,0.1438,D – Substandard,2230,0.495,396,Stressed
1383,37,54112,67490,Credit Card,1.25,0.591,31,Fixed,Employed,842,0.0599,C – Standard,569,0.126,0,Comfortable
1384,63,30558,262161,Car Finance,8.58,0.65,22,Fixed,Employed,680,0.2111,E – Doubtful,2212,0.869,0,Stressed
1385,39,32651,71629,Car Finance,2.19,0.723,1,Tracker,Employed,482,0.0816,C – Standard,604,0.222,268,Comfortable
1386,32,120601,168606,Mortgage,1.4,0.77,20,Tracker,Self-Employed,631,0.0708,C – Standard,1422,0.141,632,Comfortable
1387,47,45492,94857,Mortgage,2.09,0.92,13,Fixed,Self-Employed,512,0.065,C – Standard,800,0.211,0,Comfortable
1388,36,35404,395215,Mortgage,11.16,0.616,19,Fixed,Other,800,0.1665,D – Substandard,3335,1.13,0,Stressed
1389,62,89416,95185,Mortgage,1.06,0.742,19,Tracker,Employed,632,0.059,C – Standard,803,0.108,356,Comfortable
1390,63,55180,72576,Mortgage,1.32,0.901,21,Fixed,Employed,371,0.0744,C – Standard,612,0.133,0,Comfortable
1391,36,62493,193560,Car Finance,3.1,0.595,30,Fixed,Public Sector,353,0.073,C – Standard,1633,0.314,0,Stretched
1392,46,46259,143266,Mortgage,3.1,0.883,30,Fixed,Public Sector,730,0.0563,C – Standard,1208,0.313,0,Stretched
1393,67,42879,78626,Mortgage,1.83,0.929,34,Fixed,Employed,700,0.0461,B – Near Prime,663,0.186,0,Comfortable
1394,56,45650,240193,Car Finance,5.26,0.874,21,Variable,Employed,701,0.1849,D – Substandard,2026,0.533,360,Stressed
1395,31,27426,60154,Credit Card,2.19,0.735,10,Variable,Employed,483,0.1071,D – Substandard,507,0.222,90,Comfortable
1396,49,47243,101728,Mortgage,2.15,0.811,7,Fixed,Employed,670,0.0237,B – Near Prime,858,0.218,0,Comfortable
1397,50,55510,131088,Mortgage,2.36,0.691,29,Fixed,Self-Employed,449,0.0628,C – Standard,1106,0.239,0,Comfortable
1398,52,106637,279629,Car Finance,2.62,0.749,32,Fixed,Employed,650,0.0401,B – Near Prime,2359,0.265,0,Comfortable
1399,23,50823,366776,Credit Card,7.22,0.937,2,Variable,Retired,480,0.2238,E – Doubtful,3095,0.731,550,Stressed
1400,35,18391,329895,Personal Loan,17.94,0.576,8,Tracker,Employed,368,0.2588,E – Doubtful,2783,1.816,1237,Stressed
1401,61,47123,165330,Mortgage,3.51,0.846,24,Fixed,Public Sector,757,0.0615,C – Standard,1395,0.355,0,Stretched
1402,33,154908,47333,Personal Loan,0.31,0.703,6,Variable,Employed,747,0.0664,C – Standard,399,0.031,70,Comfortable
1403,35,70535,223009,Personal Loan,3.16,0.538,2,Fixed,Self-Employed,731,0.0896,C – Standard,1881,0.32,0,Stretched
1404,36,34871,403856,Mortgage,11.58,0.772,34,Variable,Public Sector,649,0.1498,D – Substandard,3407,1.172,605,Stressed
1405,30,62834,354542,Mortgage,5.64,0.846,4,Fixed,Employed,651,0.1379,D – Substandard,2991,0.571,0,Stressed
1406,29,35895,232030,Car Finance,6.46,0.734,8,Fixed,Employed,724,0.1825,D – Substandard,1958,0.655,0,Stressed
1407,37,27761,93505,Personal Loan,3.37,0.869,34,Fixed,Employed,609,0.114,D – Substandard,789,0.341,0,Stretched
1408,62,42348,134737,Mortgage,3.18,0.633,4,Tracker,Employed,781,0.059,C – Standard,1136,0.322,505,Stretched
1409,22,50941,521048,Personal Loan,10.23,0.907,28,Fixed,Public Sector,721,0.2385,E – Doubtful,4396,1.036,0,Stressed
1410,35,22330,82520,Personal Loan,3.7,0.774,20,Fixed,Self-Employed,598,0.1099,D – Substandard,696,0.374,0,Stretched
1411,24,30253,95672,Mortgage,3.16,0.852,19,Tracker,Public Sector,622,0.1102,D – Substandard,807,0.32,358,Stretched
1412,47,49234,302066,Mortgage,6.14,0.586,29,Variable,Employed,826,0.1256,D – Substandard,2549,0.621,453,Stressed
1413,33,41297,141897,Mortgage,3.44,0.673,1,Fixed,Public Sector,577,0.0707,C – Standard,1197,0.348,0,Stretched
1414,58,57862,93904,Credit Card,1.62,0.905,3,Fixed,Self-Employed,360,0.1153,D – Substandard,792,0.164,0,Comfortable
1415,48,29432,416809,Mortgage,14.16,0.475,7,Tracker,Employed,763,0.1503,D – Substandard,3517,1.434,1563,Stressed
1416,58,66166,231788,Car Finance,3.5,0.652,17,Fixed,Public Sector,302,0.1107,D – Substandard,1955,0.355,0,Stretched
1417,51,29816,145802,Personal Loan,4.89,0.84,33,Fixed,Employed,435,0.1513,D – Substandard,1230,0.495,0,Stressed
1418,42,97728,95781,Car Finance,0.98,0.822,3,Fixed,Employed,481,0.0681,C – Standard,808,0.099,0,Comfortable
1419,61,23846,554639,Credit Card,23.26,0.876,15,Fixed,Public Sector,314,0.2685,E – Doubtful,4680,2.355,0,Stressed
1420,43,30980,177469,Credit Card,5.73,0.82,15,Variable,Employed,419,0.3638,F – Loss,1497,0.58,266,Stressed
1421,65,58413,387910,Car Finance,6.64,0.924,7,Tracker,Employed,396,0.2623,E – Doubtful,3273,0.672,1454,Stressed
1422,67,98614,294048,Mortgage,2.98,0.699,12,Fixed,Employed,604,0.0753,C – Standard,2481,0.302,0,Stretched
1423,49,55955,135064,Mortgage,2.41,0.762,7,Tracker,Public Sector,784,0.0321,B – Near Prime,1139,0.244,506,Comfortable
1424,53,62093,135656,Mortgage,2.18,0.874,5,Variable,Employed,454,0.0528,C – Standard,1144,0.221,203,Comfortable
1425,33,49383,398504,Personal Loan,8.07,0.801,18,Variable,Employed,514,0.198,D – Substandard,3362,0.817,597,Stressed
1426,59,31853,402071,Mortgage,12.62,0.501,32,Fixed,Employed,678,0.1958,D – Substandard,3392,1.278,0,Stressed
1427,52,39900,64067,Mortgage,1.61,0.633,14,Fixed,Employed,670,0.0441,B – Near Prime,540,0.162,0,Comfortable
1428,63,29466,243379,Mortgage,8.26,0.726,22,Variable,Employed,819,0.143,D – Substandard,2053,0.836,365,Stressed
1429,34,28650,168271,Personal Loan,5.87,0.827,23,Variable,Public Sector,587,0.1859,D – Substandard,1419,0.594,252,Stressed
1430,58,58031,101892,Mortgage,1.76,0.722,29,Fixed,Public Sector,723,0.0282,B – Near Prime,859,0.178,0,Comfortable
1431,43,30585,207722,Mortgage,6.79,0.839,29,Fixed,Public Sector,764,0.1453,D – Substandard,1752,0.687,0,Stressed
1432,30,56061,85624,Personal Loan,1.53,0.869,31,Fixed,Self-Employed,531,0.0941,C – Standard,722,0.155,0,Comfortable
1433,29,28374,139169,Personal Loan,4.9,0.583,28,Fixed,Employed,760,0.177,D – Substandard,1174,0.497,0,Stressed
1434,47,55519,115941,Car Finance,2.09,0.758,32,Fixed,Employed,842,0.0449,B – Near Prime,978,0.211,0,Comfortable
1435,36,39924,136641,Personal Loan,3.42,0.729,33,Fixed,Employed,365,0.1455,D – Substandard,1153,0.347,0,Stretched
1436,26,88501,172937,Personal Loan,1.95,0.564,26,Fixed,Employed,724,0.0899,C – Standard,1459,0.198,0,Comfortable
1437,41,56160,102892,Mortgage,1.83,0.695,17,Tracker,Self-Employed,642,0.0537,C – Standard,868,0.185,385,Comfortable
1438,52,82374,427302,Mortgage,5.19,0.724,11,Tracker,Employed,745,0.1783,D – Substandard,3605,0.525,1602,Stressed
1439,36,35690,235933,Personal Loan,6.61,0.859,20,Fixed,Self-Employed,602,0.1819,D – Substandard,1990,0.669,0,Stressed
1440,65,50190,482631,Mortgage,9.62,0.68,29,Fixed,Employed,412,0.2314,E – Doubtful,4072,0.974,0,Stressed
1441,57,32465,164712,Car Finance,5.07,0.49,26,Fixed,Employed,535,0.193,D – Substandard,1389,0.513,0,Stressed
1442,45,41203,133008,Credit Card,3.23,0.694,18,Fixed,Other,677,0.1358,D – Substandard,1122,0.327,0,Stretched
1443,64,43910,473131,Mortgage,10.78,0.869,3,Tracker,Employed,793,0.1589,D – Substandard,3992,1.091,1774,Stressed
1444,41,36139,130884,Personal Loan,3.62,0.736,10,Fixed,Employed,338,0.1208,D – Substandard,1104,0.367,0,Stretched
1445,28,29421,163070,Mortgage,5.54,0.609,20,Tracker,Employed,403,0.1955,D – Substandard,1376,0.561,611,Stressed
1446,23,27073,267273,Mortgage,9.87,0.91,14,Fixed,Employed,429,0.2223,E – Doubtful,2255,1.0,0,Stressed
1447,65,18348,91057,Mortgage,4.96,0.528,16,Tracker,Employed,625,0.1706,D – Substandard,768,0.502,341,Stressed
1448,66,31455,265989,Personal Loan,8.46,0.613,11,Variable,Other,309,0.297,E – Doubtful,2244,0.856,398,Stressed
1449,56,63802,247914,Credit Card,3.89,0.669,3,Variable,Public Sector,823,0.1767,D – Substandard,2092,0.393,371,Stretched
1450,26,25050,361540,Mortgage,14.43,0.819,16,Tracker,Self-Employed,687,0.1828,D – Substandard,3050,1.461,1355,Stressed
1451,35,27594,293468,Personal Loan,10.64,0.868,16,Fixed,Self-Employed,797,0.2086,E – Doubtful,2476,1.077,0,Stressed
1452,23,104003,367687,Mortgage,3.54,0.479,27,Fixed,Employed,311,0.1253,D – Substandard,3102,0.358,0,Stretched
1453,24,37521,169272,Mortgage,4.51,0.846,4,Fixed,Retired,451,0.1496,D – Substandard,1428,0.457,0,Stressed
1454,33,56097,111919,Personal Loan,2.0,0.81,17,Tracker,Employed,547,0.1065,D – Substandard,944,0.202,419,Comfortable
1455,48,64200,574061,Personal Loan,8.94,0.897,30,Tracker,Employed,723,0.2204,E – Doubtful,4844,0.905,2152,Stressed
1456,25,64748,77677,Personal Loan,1.2,0.9,10,Fixed,Retired,656,0.0785,C – Standard,655,0.121,0,Comfortable
1457,67,25864,82077,Credit Card,3.17,0.839,11,Variable,Employed,529,0.1464,D – Substandard,692,0.321,123,Stretched
1458,42,44487,245443,Mortgage,5.52,0.545,3,Fixed,Employed,467,0.1588,D – Substandard,2071,0.559,0,Stressed
1459,34,24843,439653,Personal Loan,17.7,0.607,20,Fixed,Public Sector,481,0.1732,D – Substandard,3710,1.792,0,Stressed
1460,45,136961,199636,Mortgage,1.46,0.918,30,Variable,Employed,502,0.0695,C – Standard,1684,0.148,299,Comfortable
1461,58,25088,311644,Car Finance,12.42,0.749,17,Fixed,Employed,679,0.1339,D – Substandard,2629,1.257,0,Stressed
1462,36,31568,60012,Mortgage,1.9,0.719,15,Fixed,Employed,777,0.0231,B – Near Prime,506,0.192,0,Comfortable
1463,24,31664,136659,Mortgage,4.32,0.908,26,Variable,Self-Employed,562,0.2103,E – Doubtful,1153,0.437,204,Stressed
1464,24,26144,64172,Personal Loan,2.45,0.887,16,Fixed,Employed,795,0.0735,C – Standard,541,0.248,0,Comfortable
1465,61,86516,276295,Mortgage,3.19,0.814,14,Fixed,Employed,464,0.1018,D – Substandard,2331,0.323,0,Stretched
1466,27,135595,76804,Personal Loan,0.57,0.891,26,Fixed,Employed,772,0.077,C – Standard,648,0.057,0,Comfortable
1467,51,40142,89071,Credit Card,2.22,0.507,10,Fixed,Employed,300,0.098,C – Standard,751,0.225,0,Comfortable
1468,39,28153,238640,Mortgage,8.48,0.829,29,Variable,Employed,712,0.224,E – Doubtful,2013,0.858,357,Stressed
1469,57,19158,322546,Personal Loan,16.84,0.933,10,Tracker,Employed,822,0.1386,D – Substandard,2721,1.704,1209,Stressed
1470,24,44243,164813,Credit Card,3.73,0.474,18,Fixed,Employed,452,0.166,D – Substandard,1390,0.377,0,Stretched
1471,63,42921,246125,Personal Loan,5.73,0.562,9,Tracker,Employed,674,0.1828,D – Substandard,2076,0.58,922,Stressed
1472,54,37289,241779,Mortgage,6.48,0.847,22,Variable,Employed,341,0.2511,E – Doubtful,2040,0.656,362,Stressed
1473,42,53797,159773,Car Finance,2.97,0.71,15,Tracker,Employed,768,0.0765,C – Standard,1348,0.301,599,Stretched
1474,31,57871,98509,Mortgage,1.7,0.493,9,Variable,Public Sector,568,0.0754,C – Standard,831,0.172,147,Comfortable
1475,66,56145,245411,Personal Loan,4.37,0.584,26,Fixed,Employed,533,0.1525,D – Substandard,2070,0.442,0,Stressed
1476,35,42925,252004,Personal Loan,5.87,0.612,32,Variable,Employed,808,0.1592,D – Substandard,2126,0.594,378,Stressed
1477,44,30863,294111,Mortgage,9.53,0.611,1,Fixed,Employed,809,0.1074,D – Substandard,2481,0.965,0,Stressed
1478,40,64838,213552,Car Finance,3.29,0.889,20,Fixed,Self-Employed,422,0.1473,D – Substandard,1802,0.334,0,Stretched
1479,32,49279,94591,Mortgage,1.92,0.781,25,Fixed,Employed,827,0.0175,A – Prime,798,0.194,0,Comfortable
1480,41,71190,262941,Car Finance,3.69,0.817,25,Fixed,Self-Employed,415,0.1273,D – Substandard,2218,0.374,0,Stretched
1481,28,68311,179735,Car Finance,2.63,0.457,8,Fixed,Self-Employed,746,0.0905,C – Standard,1516,0.266,0,Comfortable
1482,22,26980,137929,Credit Card,5.11,0.664,4,Tracker,Employed,728,0.2553,E – Doubtful,1163,0.517,517,Stressed
1483,35,26839,152962,Mortgage,5.7,0.609,18,Fixed,Employed,577,0.1443,D – Substandard,1290,0.577,0,Stressed
1484,27,35691,123051,Mortgage,3.45,0.876,22,Fixed,Other,625,0.1021,D – Substandard,1038,0.349,0,Stretched
1485,41,31456,293274,Mortgage,9.32,0.927,10,Tracker,Employed,516,0.1517,D – Substandard,2474,0.944,1099,Stressed
1486,61,67319,82457,Mortgage,1.22,0.662,13,Fixed,Employed,522,0.0373,B – Near Prime,695,0.124,0,Comfortable
1487,29,56814,104149,Mortgage,1.83,0.937,19,Fixed,Employed,583,0.0758,C – Standard,878,0.185,0,Comfortable
1488,22,77781,150117,Personal Loan,1.93,0.457,16,Tracker,Employed,774,0.0955,C – Standard,1266,0.195,562,Comfortable
1489,27,57902,436945,Mortgage,7.55,0.613,17,Tracker,Public Sector,565,0.2049,E – Doubtful,3687,0.764,1638,Stressed
1490,45,53510,321211,Credit Card,6.0,0.837,24,Variable,Employed,620,0.2335,E – Doubtful,2710,0.608,481,Stressed
1491,34,81136,72950,Mortgage,0.9,0.63,34,Fixed,Employed,689,0.0259,B – Near Prime,615,0.091,0,Comfortable
1492,44,59711,378223,Mortgage,6.33,0.91,28,Fixed,Self-Employed,806,0.2117,E – Doubtful,3191,0.641,0,Stressed
1493,23,50443,377823,Personal Loan,7.49,0.559,1,Tracker,Retired,773,0.156,D – Substandard,3188,0.758,1416,Stressed
1494,37,91289,94305,Mortgage,1.03,0.848,12,Tracker,Employed,502,0.0674,C – Standard,795,0.105,353,Comfortable
1495,40,51450,44945,Personal Loan,0.87,0.551,1,Fixed,Self-Employed,774,0.0684,C – Standard,379,0.088,0,Comfortable
1496,41,43138,172867,Personal Loan,4.01,0.549,30,Tracker,Employed,544,0.1483,D – Substandard,1458,0.406,648,Stressed
1497,47,34479,333478,Personal Loan,9.67,0.673,22,Variable,Self-Employed,351,0.2344,E – Doubtful,2814,0.979,500,Stressed
1498,57,65858,431573,Personal Loan,6.55,0.922,8,Fixed,Employed,340,0.2023,E – Doubtful,3641,0.663,0,Stressed
1499,43,82418,111418,Car Finance,1.35,0.743,29,Fixed,Employed,412,0.0704,C – Standard,940,0.137,0,Comfortable
1500,60,47990,471459,Credit Card,9.82,0.768,20,Fixed,Other,502,0.1924,D – Substandard,3978,0.995,0,Stressed
1501,46,84908,52819,Mortgage,0.62,0.455,2,Tracker,Self-Employed,520,0.0792,C – Standard,445,0.063,198,Comfortable
1502,33,21430,146909,Mortgage,6.86,0.478,6,Fixed,Employed,398,0.1847,D – Substandard,1239,0.694,0,Stressed
1503,32,47892,142990,Car Finance,2.99,0.483,28,Variable,Other,397,0.1049,D – Substandard,1206,0.302,214,Stretched
1504,36,48202,339010,Mortgage,7.03,0.86,10,Fixed,Employed,318,0.1887,D – Substandard,2860,0.712,0,Stressed
1505,49,36122,367348,Personal Loan,10.17,0.568,18,Variable,Self-Employed,801,0.2035,E – Doubtful,3099,1.03,551,Stressed
1506,33,133415,304012,Personal Loan,2.28,0.614,31,Fixed,Self-Employed,440,0.0726,C – Standard,2565,0.231,0,Comfortable
1507,64,47676,85579,Mortgage,1.8,0.755,10,Tracker,Public Sector,656,0.0467,B – Near Prime,722,0.182,320,Comfortable
1508,44,41305,289074,Mortgage,7.0,0.742,1,Fixed,Employed,569,0.1621,D – Substandard,2439,0.709,0,Stressed
1509,61,49558,237987,Personal Loan,4.8,0.655,3,Variable,Self-Employed,498,0.1846,D – Substandard,2008,0.486,356,Stressed
1510,53,21137,71741,Mortgage,3.39,0.452,32,Variable,Self-Employed,436,0.1069,D – Substandard,605,0.343,107,Stretched
1511,37,35626,57707,Mortgage,1.62,0.675,21,Fixed,Employed,335,0.0635,C – Standard,486,0.164,0,Comfortable
1512,32,74084,318345,Car Finance,4.3,0.819,12,Tracker,Retired,359,0.1439,D – Substandard,2686,0.435,1193,Stressed
1513,56,37640,162908,Car Finance,4.33,0.568,3,Fixed,Employed,672,0.0811,C – Standard,1374,0.438,0,Stressed
1514,37,34609,88711,Personal Loan,2.56,0.804,24,Tracker,Employed,548,0.1209,D – Substandard,748,0.259,332,Comfortable
1515,33,84965,160412,Mortgage,1.89,0.458,2,Fixed,Self-Employed,832,0.0419,B – Near Prime,1353,0.191,0,Comfortable
1516,64,86069,219744,Mortgage,2.55,0.904,4,Variable,Employed,381,0.1069,D – Substandard,1854,0.258,329,Comfortable
1517,44,60908,171859,Car Finance,2.82,0.925,21,Tracker,Public Sector,811,0.0663,C – Standard,1450,0.286,644,Stretched
1518,24,40491,76604,Mortgage,1.89,0.451,22,Tracker,Employed,347,0.0913,C – Standard,646,0.191,287,Comfortable
1519,44,44330,507400,Car Finance,11.45,0.679,20,Fixed,Employed,703,0.1328,D – Substandard,4281,1.159,0,Stressed
1520,43,34970,312487,Personal Loan,8.94,0.657,31,Fixed,Self-Employed,828,0.1806,D – Substandard,2636,0.905,0,Stressed
1521,61,32279,149573,Mortgage,4.63,0.871,10,Tracker,Public Sector,384,0.1681,D – Substandard,1262,0.469,560,Stressed
1522,54,31613,152924,Personal Loan,4.84,0.72,19,Fixed,Self-Employed,561,0.1515,D – Substandard,1290,0.49,0,Stressed
1523,30,37813,219195,Car Finance,5.8,0.756,11,Tracker,Employed,806,0.1861,D – Substandard,1849,0.587,821,Stressed
1524,28,31742,96636,Car Finance,3.04,0.551,13,Fixed,Employed,741,0.0713,C – Standard,815,0.308,0,Stretched
1525,49,25418,214802,Personal Loan,8.45,0.489,6,Fixed,Public Sector,420,0.2567,E – Doubtful,1812,0.855,0,Stressed
1526,24,53752,86517,Mortgage,1.61,0.796,27,Variable,Retired,393,0.0858,C – Standard,730,0.163,129,Comfortable
1527,36,54096,173027,Personal Loan,3.2,0.76,24,Fixed,Self-Employed,485,0.0816,C – Standard,1460,0.324,0,Stretched
1528,28,100140,94587,Personal Loan,0.94,0.866,25,Fixed,Self-Employed,553,0.0834,C – Standard,798,0.096,0,Comfortable
1529,22,37023,97251,Personal Loan,2.63,0.872,5,Fixed,Employed,461,0.1435,D – Substandard,820,0.266,0,Comfortable
1530,64,55512,444696,Mortgage,8.01,0.766,5,Tracker,Employed,349,0.1956,D – Substandard,3752,0.811,1667,Stressed
1531,26,55901,185827,Car Finance,3.32,0.719,27,Variable,Employed,573,0.1159,D – Substandard,1568,0.337,278,Stretched
1532,22,44063,201606,Mortgage,4.58,0.907,23,Tracker,Employed,526,0.1734,D – Substandard,1701,0.463,756,Stressed
1533,64,67011,59500,Mortgage,0.89,0.851,2,Fixed,Employed,468,0.0783,C – Standard,502,0.09,0,Comfortable
1534,30,67886,129527,Mortgage,1.91,0.891,23,Fixed,Self-Employed,754,0.0396,B – Near Prime,1093,0.193,0,Comfortable
1535,59,56247,231808,Mortgage,4.12,0.948,34,Fixed,Employed,459,0.157,D – Substandard,1956,0.417,0,Stressed
1536,23,44030,200140,Mortgage,4.55,0.652,26,Fixed,Employed,791,0.1418,D – Substandard,1688,0.46,0,Stressed
1537,29,42185,55010,Mortgage,1.3,0.808,10,Fixed,Retired,306,0.0805,C – Standard,464,0.132,0,Comfortable
1538,27,27599,201576,Mortgage,7.3,0.794,11,Fixed,Employed,585,0.1873,D – Substandard,1701,0.74,0,Stressed
1539,54,34944,220049,Mortgage,6.3,0.537,26,Fixed,Self-Employed,822,0.1473,D – Substandard,1856,0.637,0,Stressed
1540,50,37750,364422,Mortgage,9.65,0.768,14,Variable,Public Sector,457,0.1414,D – Substandard,3075,0.977,546,Stressed
1541,43,30574,125445,Mortgage,4.1,0.664,26,Fixed,Public Sector,660,0.1039,D – Substandard,1058,0.415,0,Stressed
1542,33,58969,52410,Mortgage,0.89,0.675,33,Fixed,Public Sector,703,0.0287,B – Near Prime,442,0.09,0,Comfortable
1543,26,81030,103961,Mortgage,1.28,0.54,14,Fixed,Public Sector,488,0.0631,C – Standard,877,0.13,0,Comfortable
1544,48,33476,98382,Mortgage,2.94,0.822,20,Fixed,Employed,651,0.0595,C – Standard,830,0.298,0,Stretched
1545,32,55218,269733,Personal Loan,4.88,0.799,17,Variable,Self-Employed,658,0.1717,D – Substandard,2276,0.495,404,Stressed
1546,49,31750,40368,Mortgage,1.27,0.716,18,Tracker,Public Sector,558,0.0748,C – Standard,340,0.129,151,Comfortable
1547,53,43128,140561,Personal Loan,3.26,0.528,3,Tracker,Employed,507,0.1215,D – Substandard,1186,0.33,527,Stretched
1548,61,36682,394032,Mortgage,10.74,0.728,34,Fixed,Self-Employed,561,0.2012,E – Doubtful,3325,1.088,0,Stressed
